-1.00000,0.00000,0.00000,0.00000
0.00000,0.85068,-0.52569,1.00003

1.00000,0.00000,0.00000,0.00000
0.00000,0.52569,0.85068,0.00000
0.00000,-0.85068,0.52569,1.00003

0.00000,0.52569,0.85068,0.00000
-1.00000,0.00000,0.00000,0.00000
0.00000,-0.85068,0.52569,1.00003

-1.00000,0.00000,0.00000,0.00000
0.00000,-0.52569,-0.85068,0.00000
0.00000,-0.85068,0.52569,1.00003

0.00000,-0.52569,-0.85068,0.00000
1.00000,0.00000,0.00000,0.00000
0.00000,-0.85068,0.52569,1.00003

1.00000,0.00000,0.00000,0.00000
0.00000,0.52569,-0.85068,0.00000
0.00000,0.85068,0.52569,1.00003

0.00000,0.52569,-0.85068,0.00000
-1.00000,0.00000,0.00000,0.00000
0.00000,0.85068,0.52569,1.00003

-1.00000,0.00000,0.00000,0.00000
0.00000,-0.52569,0.85068,0.00000
0.00000,0.85068,0.52569,1.00003

0.00000,-0.52569,0.85068,0.00000
1.00000,0.00000,0.00000,0.00000
0.00000,0.85068,0.52569,1.00003

0.00000,0.00000,1.00000,0.00000
-0.52569,0.85068,0.00000,0.00000
-0.85068,-0.52569,0.00000,1.00003

-0.52569,0.85068,0.00000,0.00000
0.00000,0.00000,-1.00000,0.00000
-0.85068,-0.52569,0.00000,1.00003

0.00000,0.00000,-1.00000,0.00000
0.52569,-0.85068,0.00000,0.00000
-0.85068,-0.52569,0.00000,1.00003

0.52569,-0.85068,0.00000,0.00000
0.00000,0.00000,1.00000,0.00000
-0.85068,-0.52569,0.00000,1.00003

0.00000,0.00000,-1.00000,0.00000
0.52569,0.85068,0.00000,0.00000
0.85068,-0.52569,0.00000,1.00003

0.52569,0.85068,0.00000,0.00000
0.00000,0.00000,1.00000,0.00000
0.85068,-0.52569,0.00000,1.00003

0.00000,0.00000,1.00000,0.00000
-0.52569,-0.85068,0.00000,0.00000
0.85068,-0.52569,0.00000,1.00003

-0.52569,-0.85068,0.00000,0.00000
0.00000,0.00000,-1.00000,0.00000
0.85068,-0.52569,0.00000,1.00003

0.00000,0.00000,1.00000,0.00000
0.52569,0.85068,0.00000,0.00000
-0.85068,0.52569,0.00000,1.00003

0.52569,0.85068,0.00000,0.00000
0.00000,0.00000,-1.00000,0.00000
-0.85068,0.52569,0.00000,1.00003

0.00000,0.00000,-1.00000,0.00000
-0.52569,-0.85068,0.00000,0.00000
-0.85068,0.52569,0.00000,1.00003

-0.52569,-0.85068,0.00000,0.00000
0.00000,0.00000,1.00000,0.00000
-0.85068,0.52569,0.00000,1.00003

0.00000,0.00000,-1.00000,0.00000
-0.52569,0.85068,0.00000,0.00000
0.85068,0.52569,0.00000,1.00003

-0.52569,0.85068,0.00000,0.00000
0.00000,0.00000,1.00000,0.00000
0.85068,0.52569,0.00000,1.00003

0.00000,0.00000,1.00000,0.00000
0.52569,-0.85068,0.00000,0.00000
0.85068,0.52569,0.00000,1.00003

0.52569,-0.85068,0.00000,0.00000
0.00000,0.00000,-1.00000,0.00000
0.85068,0.52569,0.00000,1.00003


